ID,component,defect
cae8d23b-0e84-45a8-8fc5-a7ac5c898445,['Centre Support'],[]
942b882e-0fa2-4c5b-b524-3112674a9ec0,[],['Corrosion-Heavy']
942b882e-0fa2-4c5b-b524-3112674a9ec0,['Centre Support'],[]
db19c5fb-3079-4109-bbeb-6328014fa909,['Centre Support'],[]
82b8af7d-136c-45c7-8d54-3ec5d908ab92,['Centre Support'],[]
d5d2868d-a5bc-4baa-b630-5eccb25ba921,['Centre Support'],[]
cd0ac093-53f7-47e0-8ef9-c489e5c8a939,['Centre Support'],[]
ba5e1e8b-7b45-463e-ae50-7e9008e53a21,['Centre Support'],[]
0147a851-4a20-45e9-a68c-b08434bed53d,['Centre Support'],[]
05721f7a-c81d-44de-b8d1-5168cf817697,['Centre Support'],[]
1643b668-8405-4c81-885a-b88048ddfd9a,[],['Corrosion-Heavy']
1643b668-8405-4c81-885a-b88048ddfd9a,['Centre Support'],[]
27582b24-a06c-4df6-aaec-33bf94ccbe6b,[],['Corrosion-Heavy']
27582b24-a06c-4df6-aaec-33bf94ccbe6b,['Centre Support'],[]
313a19aa-397a-4490-a0b0-917f637cd3d1,[],['Corrosion-Heavy']
313a19aa-397a-4490-a0b0-917f637cd3d1,['Centre Support'],[]
7f44bcf4-b273-4f9e-90a5-ba67b546c846,[],['Corrosion-Heavy']
7f44bcf4-b273-4f9e-90a5-ba67b546c846,['Centre Support'],[]
89054f45-b3dc-4646-b833-ffcd8c6dce03,[],['Corrosion-Heavy']
89054f45-b3dc-4646-b833-ffcd8c6dce03,['Centre Support'],[]
48589e84-17bc-445a-8ed1-5763e7c83125,[],['Corrosion-Heavy']
48589e84-17bc-445a-8ed1-5763e7c83125,['Centre Support'],[]
43a08049-c750-44d8-8e7d-70eb4b6a4e9a,[],['Corrosion-Heavy']
43a08049-c750-44d8-8e7d-70eb4b6a4e9a,['Centre Support'],[]
28ce7ec7-3e91-4ea0-a6e1-1bf4c256332b,['Centre Support'],[]
b64139f6-b7d0-45a7-849c-4efb48f5ca63,[],['Corrosion-Heavy']
b64139f6-b7d0-45a7-849c-4efb48f5ca63,['Centre Support'],[]
fd72f3b5-59a9-405e-b5af-3beafb340c69,[],['Corrosion-Heavy']
fd72f3b5-59a9-405e-b5af-3beafb340c69,['Centre Support'],[]
08f328ba-e30f-4a29-986e-55ec1280f44a,[],['Corrosion-Heavy']
08f328ba-e30f-4a29-986e-55ec1280f44a,['Centre Support'],[]
deb75ad4-8cbd-48b7-9bf9-450aa66047c9,[],['Corrosion-Heavy']
deb75ad4-8cbd-48b7-9bf9-450aa66047c9,['Centre Support'],[]
7c98c354-066b-4739-8145-b45b899c9530,[],['Corrosion-Heavy']
7c98c354-066b-4739-8145-b45b899c9530,['Centre Support'],[]
273ee17a-139d-46c8-9a33-711de2ac1174,[],['Corrosion-Heavy']
273ee17a-139d-46c8-9a33-711de2ac1174,['Centre Support'],[]
0479752a-c369-4344-9f89-b5f3047abc06,[],['Corrosion-Heavy']
0479752a-c369-4344-9f89-b5f3047abc06,['Centre Support'],[]
8e7d2911-e216-4edc-befc-6f75d4dcf376,[],['Corrosion-Heavy']
8e7d2911-e216-4edc-befc-6f75d4dcf376,['Centre Support'],[]
fb63edd8-23ae-4dce-aa0b-4fcdf72b2bd9,[],['Corrosion-Heavy']
fb63edd8-23ae-4dce-aa0b-4fcdf72b2bd9,['Centre Support'],[]
7a28c6ab-bee4-478c-a162-32ffeffc271a,[],['Corrosion-Heavy']
7a28c6ab-bee4-478c-a162-32ffeffc271a,['Centre Support'],[]
4605fc0f-3c17-4422-aedc-54052fff249e,[],['Corrosion-Heavy']
4605fc0f-3c17-4422-aedc-54052fff249e,['Centre Support'],[]
f9982a42-bd64-4f8d-9ed0-8c28f2c467e2,[],['Corrosion-Heavy']
f9982a42-bd64-4f8d-9ed0-8c28f2c467e2,['Centre Support'],[]
9dc096fd-fa7c-4ea0-8d78-45f11ba37143,[],['Corrosion-Heavy']
9dc096fd-fa7c-4ea0-8d78-45f11ba37143,['Centre Support'],[]
c13edc26-0c05-4ce5-9b6a-07d881c66279,[],['Corrosion-Heavy']
c13edc26-0c05-4ce5-9b6a-07d881c66279,['Centre Support'],[]
7269c23a-3558-4308-9bed-4f9fc7d3f212,[],['Corrosion-Heavy']
7269c23a-3558-4308-9bed-4f9fc7d3f212,['Centre Support'],[]
c54f7f22-0cd4-46b3-89ca-647bd772d4e7,[],['Corrosion-Heavy']
c54f7f22-0cd4-46b3-89ca-647bd772d4e7,['Centre Support'],[]
fbe92043-bbf7-4e9f-8561-4bd12ddc2f62,[],['Corrosion-Heavy']
fbe92043-bbf7-4e9f-8561-4bd12ddc2f62,['Centre Support'],[]
e27b2bf7-2052-4868-bbcc-5f7fa52cc109,[],['Corrosion-Heavy']
e27b2bf7-2052-4868-bbcc-5f7fa52cc109,['Centre Support'],[]
0784df72-90e8-4482-8f61-a2b5a5dc29fe,[],['Corrosion-Heavy']
0784df72-90e8-4482-8f61-a2b5a5dc29fe,['Centre Support'],[]
58a43ba6-d5ef-403a-b628-ce5fcbf2e2ad,[],['Corrosion-Heavy']
58a43ba6-d5ef-403a-b628-ce5fcbf2e2ad,['Centre Support'],[]
47973566-dde1-418c-a614-14302487cc6f,['Centre Support'],[]
06ae60a8-ab7f-4d0d-88db-75022aaf2e79,[],['Corrosion-Heavy']
06ae60a8-ab7f-4d0d-88db-75022aaf2e79,['Centre Support'],[]
7ab57503-2311-4e14-8de0-8291dec6c1cf,['Centre Support'],[]
4929202f-6dd4-478a-90a9-5963ee2c4fd5,[],['Corrosion-Heavy']
4929202f-6dd4-478a-90a9-5963ee2c4fd5,['Channel Bracket-Bolt'],[]
f92073d2-34bd-40e4-ad35-6a98f1430c1f,[],['Corrosion-Heavy']
f92073d2-34bd-40e4-ad35-6a98f1430c1f,['Channel Bracket-Bolt'],[]
83c81869-6bfc-42a0-8af0-56049e86d0bf,[],['Corrosion-Heavy']
83c81869-6bfc-42a0-8af0-56049e86d0bf,['Channel Bracket-Bolt'],[]
31bd7861-3eea-4cee-9cc6-8d91ea1fbb0f,[],['Corrosion-Heavy']
31bd7861-3eea-4cee-9cc6-8d91ea1fbb0f,['Channel Bracket-Bolt'],[]
5ca8bb34-d645-499b-b62e-7fd9e9661844,[],['Corrosion-Heavy']
5ca8bb34-d645-499b-b62e-7fd9e9661844,['Channel Bracket-Bolt'],[]
8303b134-6f85-403d-a114-6161b14dcfc0,[],['Corrosion-Heavy']
8303b134-6f85-403d-a114-6161b14dcfc0,['Channel Bracket-Bolt'],[]
705f676c-9f28-46b8-bcf9-739b9949c927,[],['Corrosion-Heavy']
705f676c-9f28-46b8-bcf9-739b9949c927,['Channel Bracket-Bolt'],[]
8b7e7f1a-ac28-4dc6-b18f-ff58909787b8,[],['Corrosion-Heavy']
8b7e7f1a-ac28-4dc6-b18f-ff58909787b8,['Channel Bracket-Bolt'],[]
fa7fe671-af76-488a-a6a9-60ded0ed5fad,[],['Corrosion-Heavy']
fa7fe671-af76-488a-a6a9-60ded0ed5fad,['Channel Bracket-Bolt'],[]
69284470-f43a-441e-b6f4-2ecb85caa178,[],['Corrosion-Heavy']
69284470-f43a-441e-b6f4-2ecb85caa178,['Channel Bracket-Bolt'],[]
b22e3043-b6d6-41ca-aae2-e623625370b2,[],['Corrosion-Heavy']
b22e3043-b6d6-41ca-aae2-e623625370b2,['Channel Bracket-Bolt'],[]
877e2837-ccc6-40c8-b826-03ad45dbdaea,[],['Corrosion-Heavy']
877e2837-ccc6-40c8-b826-03ad45dbdaea,['Channel Bracket-Bolt'],[]
15834cc6-47af-4d5b-8796-ec10cb26b044,[],['Corrosion-Heavy']
15834cc6-47af-4d5b-8796-ec10cb26b044,['Channel Bracket-Bolt'],[]
32c1e639-8ab5-4787-8322-00e8a6413e4d,[],['Corrosion-Heavy']
32c1e639-8ab5-4787-8322-00e8a6413e4d,['Channel Bracket-Bolt'],[]
16bf86e1-4a00-4e94-ac63-262178f5ba9a,[],['Corrosion-Heavy']
16bf86e1-4a00-4e94-ac63-262178f5ba9a,['Channel Bracket-Bolt'],[]
5b795736-9d7c-4e73-ae7e-ff50285ac056,[],['Corrosion-Heavy']
5b795736-9d7c-4e73-ae7e-ff50285ac056,['Channel Bracket-Bolt'],[]
5dc8814d-f02e-412a-a92e-215daf02085b,[],['Corrosion-Heavy']
5dc8814d-f02e-412a-a92e-215daf02085b,['Channel Bracket-Bolt'],[]
347f9283-3877-4f40-a38c-d1d8a8849904,[],['Corrosion-Heavy']
347f9283-3877-4f40-a38c-d1d8a8849904,['Channel Bracket-Bolt'],[]
1274a3b6-f55c-4753-8f16-a26b17e1114a,[],['Corrosion-Heavy']
1274a3b6-f55c-4753-8f16-a26b17e1114a,['Channel Bracket-Bolt'],[]
38614f9c-41f2-45f5-aa0d-19e9bc21539c,[],['Corrosion-Heavy']
38614f9c-41f2-45f5-aa0d-19e9bc21539c,['Channel Bracket-Bolt'],[]
4689ec45-c59d-4266-806d-65df38b779a0,[],['Corrosion-Heavy']
4689ec45-c59d-4266-806d-65df38b779a0,['Channel Bracket-Bolt'],[]
6f0cf841-05a6-4294-abf5-ac5ff8d3e4a7,[],['Corrosion-Heavy']
6f0cf841-05a6-4294-abf5-ac5ff8d3e4a7,['Channel Bracket-Bolt'],[]
a49f32e4-15dc-4e89-9855-e78efb7d9ac3,[],['Corrosion-Heavy']
a49f32e4-15dc-4e89-9855-e78efb7d9ac3,['Channel Bracket-Bolt'],[]
bda8d309-7277-4a04-a191-f6ec3db16a7b,[],['Corrosion-Heavy']
bda8d309-7277-4a04-a191-f6ec3db16a7b,['Channel Bracket-Bolt'],[]
d84d2584-a6ae-43fa-affe-cb927a02910f,[],['Corrosion-Heavy']
d84d2584-a6ae-43fa-affe-cb927a02910f,['Channel Bracket-Bolt'],[]
95cbde84-902b-4674-9cd6-58203e609052,[],['Corrosion-Heavy']
95cbde84-902b-4674-9cd6-58203e609052,['Channel Bracket-Bolt'],[]
cc430494-8c6a-44ac-9b17-2db723c2a343,[],['Corrosion-Heavy']
cc430494-8c6a-44ac-9b17-2db723c2a343,['Channel Bracket-Bolt'],[]
71b520f4-7edf-4b59-9515-7e593f1d16c9,[],['Corrosion-Heavy']
71b520f4-7edf-4b59-9515-7e593f1d16c9,['Channel Bracket-Bolt'],[]
c0b98ee2-a40f-4a12-befd-6ae9116e7a93,[],['Corrosion-Heavy']
c0b98ee2-a40f-4a12-befd-6ae9116e7a93,['Channel Bracket-Bolt'],[]
e2da9de1-2a3d-4302-958c-33481faa741f,[],['Corrosion-Heavy']
e2da9de1-2a3d-4302-958c-33481faa741f,['Channel Bracket-Bolt'],[]
e3b253db-e5b2-4f2f-9cf4-3c5433b56518,[],['Corrosion-Heavy']
e3b253db-e5b2-4f2f-9cf4-3c5433b56518,['Channel Bracket-Bolt'],[]
fa5d8033-e1da-436a-8760-0d622f497e46,[],['Corrosion-Heavy']
fa5d8033-e1da-436a-8760-0d622f497e46,['Channel Bracket-Bolt'],[]
82bad91c-9c10-4096-95d5-efc9f08804ae,[],['Corrosion-Heavy']
82bad91c-9c10-4096-95d5-efc9f08804ae,['Channel Bracket-Bolt'],[]
8a9a777f-7511-498f-b645-f3b44586fcec,[],['Corrosion-Heavy']
8a9a777f-7511-498f-b645-f3b44586fcec,['Channel Bracket-Bolt'],[]
7a4310f8-ab09-4be0-a8a8-969a369eac31,[],['Corrosion-Heavy']
7a4310f8-ab09-4be0-a8a8-969a369eac31,['Channel Bracket-Bolt'],[]
666d451c-fb05-4204-aa70-e66de1ca9f04,[],['Corrosion-Heavy']
666d451c-fb05-4204-aa70-e66de1ca9f04,['Channel Bracket-Bolt'],[]
696a62de-0a3e-41d6-9a72-27b7fbb8ca58,[],['Corrosion-Heavy']
696a62de-0a3e-41d6-9a72-27b7fbb8ca58,['Channel Bracket-Bolt'],[]
d8e7ead3-9eef-47a2-bb14-44ebb19c54e3,[],['Corrosion-Heavy']
d8e7ead3-9eef-47a2-bb14-44ebb19c54e3,['Channel Bracket-Bolt'],[]
accc3dee-8d1d-4cd8-81c8-392bb28dd1f4,[],['Corrosion-Heavy']
accc3dee-8d1d-4cd8-81c8-392bb28dd1f4,['Channel Bracket-Bolt'],[]
60f17b86-dc29-4bb4-b473-b9256735f5eb,[],['Corrosion-Heavy']
60f17b86-dc29-4bb4-b473-b9256735f5eb,['Channel Bracket-Bolt'],[]
07510cf1-e7c6-44ef-859e-d1f370768b30,[],['Corrosion-Heavy']
07510cf1-e7c6-44ef-859e-d1f370768b30,['Channel Bracket-Bolt'],[]
39622cbb-c4c0-4dff-9c4c-acf90720076d,[],['Corrosion-Heavy']
39622cbb-c4c0-4dff-9c4c-acf90720076d,['Channel Bracket-Bolt'],[]
9f3774cb-bd81-4cf4-8f4f-40b8e31ee057,[],['Corrosion-Heavy']
9f3774cb-bd81-4cf4-8f4f-40b8e31ee057,['Channel Bracket-Bolt'],[]
ce50875e-2bd8-4bd3-b6c3-49cef7e6be1b,[],['Corrosion-Heavy']
ce50875e-2bd8-4bd3-b6c3-49cef7e6be1b,['Channel Bracket-Bolt'],[]
82d2d652-32e4-4d93-bb26-5b664827958b,[],['Corrosion-Heavy']
82d2d652-32e4-4d93-bb26-5b664827958b,['Channel Bracket-Bolt'],[]
47773162-ebe4-4f16-a7ca-63a87a981db4,[],['Corrosion-Heavy']
47773162-ebe4-4f16-a7ca-63a87a981db4,['Channel Bracket-Bolt'],[]
48cd6ed3-edf9-4907-a1b2-322d8c963320,[],['Corrosion-Heavy']
48cd6ed3-edf9-4907-a1b2-322d8c963320,['Channel Bracket-Bolt'],[]
f6dc1041-a3c5-4e69-b8a4-6810dc9e97ac,[],['Corrosion-Heavy']
f6dc1041-a3c5-4e69-b8a4-6810dc9e97ac,['Channel Bracket-Bolt'],[]
edaf1aa8-7c72-4636-a99c-8b8ad1cd5496,[],['Corrosion-Heavy']
edaf1aa8-7c72-4636-a99c-8b8ad1cd5496,['Channel Bracket-Bolt'],[]
cf3ffb0e-df2f-40b3-a53c-02e114f30297,[],['Corrosion-Heavy']
cf3ffb0e-df2f-40b3-a53c-02e114f30297,['Channel Bracket-Bolt'],[]
fc7ecf2d-279d-4284-bb44-e094abaf936f,[],['Corrosion-Heavy']
fc7ecf2d-279d-4284-bb44-e094abaf936f,['Channel Bracket-Bolt'],[]
9f072eec-bbfb-4edc-9a17-abfd71805efa,[],['Corrosion-Heavy']
9f072eec-bbfb-4edc-9a17-abfd71805efa,['Channel Bracket-Bolt'],[]
9888b100-0e3e-4f5d-96ed-26a878d29599,[],['Corrosion-Heavy']
9888b100-0e3e-4f5d-96ed-26a878d29599,['Channel Bracket-Bolt'],[]
f8998f8a-4346-45eb-ac89-2fa69500c9ba,[],['Corrosion-Heavy']
f8998f8a-4346-45eb-ac89-2fa69500c9ba,['Channel Bracket-Bolt'],[]
5de84dd3-9b52-4462-8576-5dc02fedb22a,[],['Corrosion-Heavy']
5de84dd3-9b52-4462-8576-5dc02fedb22a,['Channel Bracket-Bolt'],[]
59a2f3d9-5ce7-4ca9-9a22-3d6b71cea106,[],['Corrosion-Heavy']
59a2f3d9-5ce7-4ca9-9a22-3d6b71cea106,['Channel Bracket-Bolt'],[]
6e781fc1-0ebc-4f25-b6ba-c3373bec7671,[],['Corrosion-Heavy']
6e781fc1-0ebc-4f25-b6ba-c3373bec7671,['Channel Bracket-Bolt'],[]
699705d9-17b4-482c-b284-56029510c082,[],['Corrosion-Heavy']
699705d9-17b4-482c-b284-56029510c082,['Channel Bracket-Bolt'],[]
4130c26a-5096-442c-b328-9586ab10e9ee,[],['Corrosion-Heavy']
4130c26a-5096-442c-b328-9586ab10e9ee,['Channel Bracket-Bolt'],[]
6c4b618c-5e61-4d98-9ff2-17db0e156a47,[],['Corrosion-Heavy']
6c4b618c-5e61-4d98-9ff2-17db0e156a47,['Channel Bracket-Bolt'],[]
38258960-375e-4e16-a0c7-d24ced180ffc,[],['Corrosion-Heavy']
38258960-375e-4e16-a0c7-d24ced180ffc,['Channel Bracket-Bolt'],[]
9aecae11-91de-423d-8a19-0c3409c72509,[],['Corrosion-Heavy']
9aecae11-91de-423d-8a19-0c3409c72509,['Channel Bracket-Bolt'],[]
bbe322f2-a5e5-48a1-83fd-a640d809c61c,[],['Corrosion-Heavy']
bbe322f2-a5e5-48a1-83fd-a640d809c61c,['Channel Bracket-Bolt'],[]
8c8070d0-9ed4-4ca8-85f6-eab0953a11c8,[],['Corrosion-Heavy']
8c8070d0-9ed4-4ca8-85f6-eab0953a11c8,['Channel Bracket-Bolt'],[]
a2487185-90f8-4a29-8515-2c831d79021b,[],['Corrosion-Heavy']
a2487185-90f8-4a29-8515-2c831d79021b,['Channel Bracket-Bolt'],[]
352ec64c-7946-441d-8ecd-70b7675991c3,[],['Corrosion-Heavy']
352ec64c-7946-441d-8ecd-70b7675991c3,['Channel Bracket-Bolt'],[]
f3101b5f-417a-4003-8751-3ea45124ccdf,[],['Corrosion-Heavy']
f3101b5f-417a-4003-8751-3ea45124ccdf,['Channel Bracket-Bolt'],[]
981e88ee-fe34-40b5-b40c-3d38a2309f69,[],['Corrosion-Heavy']
981e88ee-fe34-40b5-b40c-3d38a2309f69,['Channel Bracket-Bolt'],[]
de746a5b-44bf-4a86-9983-0db113cafc69,[],['Corrosion-Heavy']
de746a5b-44bf-4a86-9983-0db113cafc69,['Channel Bracket-Bolt'],[]
b4d7e17d-7fc6-4087-840f-d0601f373f51,[],['Corrosion-Heavy']
b4d7e17d-7fc6-4087-840f-d0601f373f51,['Channel Bracket-Bolt'],[]
027903ef-920d-4aec-b460-e5980c9086d4,[],['Corrosion-Heavy']
027903ef-920d-4aec-b460-e5980c9086d4,['Channel Bracket-Bolt'],[]
984f02ee-2a1c-4ff8-890e-c8700b04a257,[],['Corrosion-Surface']
984f02ee-2a1c-4ff8-890e-c8700b04a257,['Channel Bracket-Bolt'],[]
c6c08784-c544-4404-a992-b7782a35af75,[],['Corrosion-Surface']
c6c08784-c544-4404-a992-b7782a35af75,['Channel Bracket-Bolt'],[]
836df61f-90b6-4888-83f0-a0f5d00e75b6,[],['Corrosion-Surface']
836df61f-90b6-4888-83f0-a0f5d00e75b6,['Channel Bracket-Bolt'],[]
b8d17aa8-3508-49c3-830e-b1a88ef222a5,[],['Corrosion-Surface']
b8d17aa8-3508-49c3-830e-b1a88ef222a5,['Channel Bracket-Bolt'],[]
eac17cae-1675-46a2-8f1f-a8f8c79020e3,[],['Corrosion-Surface']
eac17cae-1675-46a2-8f1f-a8f8c79020e3,['Channel Bracket-Bolt'],[]
6ca51f3f-74b2-4c3c-9d0b-e15925863a6d,[],['Corrosion-Surface']
6ca51f3f-74b2-4c3c-9d0b-e15925863a6d,['Channel Bracket-Bolt'],[]
a9156d30-d905-47e5-9f4f-631d85f49610,[],['Corrosion-Surface']
a9156d30-d905-47e5-9f4f-631d85f49610,['Channel Bracket-Bolt'],[]
9e5ddd81-272d-4f00-a7e3-0f62ae94eba0,[],['Corrosion-Surface']
9e5ddd81-272d-4f00-a7e3-0f62ae94eba0,['Channel Bracket-Bolt'],[]
5bd93695-851e-409b-acb7-1bc2c103db87,[],['Corrosion-Surface']
5bd93695-851e-409b-acb7-1bc2c103db87,['Channel Bracket-Bolt'],[]
44c472bb-d81b-4ff5-825e-c639f448fc7f,[],['Corrosion-Surface']
44c472bb-d81b-4ff5-825e-c639f448fc7f,['Channel Bracket-Bolt'],[]
82b81e2a-313b-4374-a51a-3dc30e2cdb86,[],['Corrosion-Surface']
82b81e2a-313b-4374-a51a-3dc30e2cdb86,['Channel Bracket-Bolt'],[]
34c37c2a-d332-4b03-92dd-a7b60ae4aa00,[],['Corrosion-Surface']
34c37c2a-d332-4b03-92dd-a7b60ae4aa00,['Channel Bracket-Bolt'],[]
5892d739-9889-4d89-aa52-8a0a96b48c7f,[],['Corrosion-Surface']
5892d739-9889-4d89-aa52-8a0a96b48c7f,['Channel Bracket-Bolt'],[]
458f1a4e-c25b-46d5-a87c-00719eb00fee,[],['Corrosion-Surface']
458f1a4e-c25b-46d5-a87c-00719eb00fee,['Channel Bracket-Bolt'],[]
96056373-70fc-4a09-819d-50f21dbeb439,[],['Corrosion-Surface']
96056373-70fc-4a09-819d-50f21dbeb439,['Channel Bracket-Bolt'],[]
7142b810-3aec-4df9-9292-c719e4217c32,[],['Corrosion-Surface']
7142b810-3aec-4df9-9292-c719e4217c32,['Channel Bracket-Bolt'],[]
934e69ca-9979-4347-aee3-1e04e27b9747,[],['Corrosion-Surface']
934e69ca-9979-4347-aee3-1e04e27b9747,['Channel Bracket-Bolt'],[]
33c14c55-db1c-48ba-af99-661a1e65d785,[],['Corrosion-Surface']
33c14c55-db1c-48ba-af99-661a1e65d785,['Channel Bracket-Bolt'],[]
21ddeb89-b9b0-44ed-a679-f4d3a5bada7a,[],['Corrosion-Surface']
21ddeb89-b9b0-44ed-a679-f4d3a5bada7a,['Channel Bracket-Bolt'],[]
77901ef9-8bc4-49a4-9c2f-0156263a52e8,[],['Corrosion-Surface']
77901ef9-8bc4-49a4-9c2f-0156263a52e8,['Channel Bracket-Bolt'],[]
6ba267e8-06ec-4109-b7cf-ca4ffe31dbb8,[],['Corrosion-Surface']
6ba267e8-06ec-4109-b7cf-ca4ffe31dbb8,['Channel Bracket-Bolt'],[]
205b0cbf-1059-4664-9c6a-8b262e5394ef,[],['Corrosion-Surface']
205b0cbf-1059-4664-9c6a-8b262e5394ef,['Channel Bracket-Bolt'],[]
a169ba72-c623-4d58-bb12-a810837f6888,[],['Corrosion-Surface']
a169ba72-c623-4d58-bb12-a810837f6888,['Channel Bracket-Bolt'],[]
127d324c-6e88-4cb5-8ebb-d4c27d23081b,[],['Corrosion-Surface']
127d324c-6e88-4cb5-8ebb-d4c27d23081b,['Channel Bracket-Bolt'],[]
e9362b6a-7900-4334-9003-e1429ff2386b,[],['Corrosion-Surface']
e9362b6a-7900-4334-9003-e1429ff2386b,['Channel Bracket-Bolt'],[]
d2b4056e-5c80-4c58-915e-70cac21917ef,[],['Corrosion-Surface']
d2b4056e-5c80-4c58-915e-70cac21917ef,['Channel Bracket-Bolt'],[]
6f6d8331-bf9d-4057-b972-2340421e774d,[],['Corrosion-Surface']
6f6d8331-bf9d-4057-b972-2340421e774d,['Channel Bracket-Bolt'],[]
106ee7db-562f-4b7a-9f65-d5d550946e5d,[],['Corrosion-Surface']
106ee7db-562f-4b7a-9f65-d5d550946e5d,['Channel Bracket-Bolt'],[]
6f73bb85-8e0e-478b-ba35-5a1d57d16b41,[],['Corrosion-Surface']
6f73bb85-8e0e-478b-ba35-5a1d57d16b41,['Channel Bracket-Bolt'],[]
770bfb51-114a-411a-91d8-c4c9e2ecbd4a,[],['Corrosion-Surface']
770bfb51-114a-411a-91d8-c4c9e2ecbd4a,['Channel Bracket-Bolt'],[]
512dbf06-62a2-459e-b3c2-f695ef37ab84,[],['Corrosion-Surface']
512dbf06-62a2-459e-b3c2-f695ef37ab84,['Channel Bracket-Bolt'],[]
d391a3b3-ced9-4a1d-8a68-28e2a707832b,[],['Corrosion-Surface']
d391a3b3-ced9-4a1d-8a68-28e2a707832b,['Channel Bracket-Bolt'],[]
de6e9305-db1f-47e9-a487-62058c6c89a2,[],['Corrosion-Surface']
de6e9305-db1f-47e9-a487-62058c6c89a2,['Channel Bracket-Bolt'],[]
40611876-57ee-40a5-8edd-79a2fa034e1b,[],['Corrosion-Surface']
40611876-57ee-40a5-8edd-79a2fa034e1b,['Channel Bracket-Bolt'],[]
afde44f9-05ff-4d50-9a06-ef478f70d92d,[],['Corrosion-Surface']
afde44f9-05ff-4d50-9a06-ef478f70d92d,['Channel Bracket-Bolt'],[]
6584974a-639c-4fea-abd5-0cf43e238304,[],['Corrosion-Surface']
6584974a-639c-4fea-abd5-0cf43e238304,['Channel Bracket-Bolt'],[]
44771b59-7f54-4111-b860-eb6f9c2596a3,[],['Corrosion-Surface']
44771b59-7f54-4111-b860-eb6f9c2596a3,['Channel Bracket-Bolt'],[]
de7fa56b-50f1-4e96-bed1-bd6bfa256bc9,[],['Corrosion-Surface']
de7fa56b-50f1-4e96-bed1-bd6bfa256bc9,['Channel Bracket-Bolt'],[]
6c65c00a-b857-4969-8c91-4cd99964f6f2,[],['Corrosion-Surface']
6c65c00a-b857-4969-8c91-4cd99964f6f2,['Channel Bracket-Bolt'],[]
